Subject,Sex,Picture,CorrectAnswer,CR,Emotion,Stimulus1.RESP,Stimulus1.RT,Stimulus1.RTTime,Stimulus1.Duration
1,female,7045.jpg,a,different,neutral,,0,0,4000
1,female,3168.jpg,l,same,negative,,0,0,4000
1,female,3100a.jpg,a,different,negative,,0,0,4000
1,female,7500.jpg,l,same,neutral,,0,0,4000
1,female,7205.jpg,a,different,neutral,,0,0,4000
1,female,8485a.jpg,a,different,negative,,0,0,4000
1,female,7700.jpg,l,same,neutral,,0,0,4000
1,female,9921.jpg,l,same,negative,,0,0,4000
1,female,7491.jpg,a,different,neutral,,0,0,4000
1,female,7550a.jpg,a,different,neutral,,0,0,4000
1,female,9570a.jpg,a,different,negative,,0,0,4000
1,female,9908.jpg,a,different,negative,,0,0,4000
1,female,7160.jpg,l,same,neutral,,0,0,4000
1,female,7547.jpg,a,different,neutral,,0,0,4000
1,female,9500.jpg,a,different,negative,,0,0,4000
1,female,7705a.jpg,a,different,neutral,,0,0,4000
1,female,9904.jpg,l,same,negative,,0,0,4000
1,female,9414a.jpg,a,different,negative,,0,0,4000
1,female,9210.jpg,a,different,neutral,,0,0,4000
1,female,9360.jpg,l,same,neutral,,0,0,4000
1,female,9413.jpg,l,same,negative,,0,0,4000
1,female,7950a.jpg,a,different,neutral,,0,0,4000
1,female,9410a.jpg,a,different,negative,,0,0,4000
1,female,9252.jpg,a,different,negative,,0,0,4000
1,female,7026a.jpg,a,different,neutral,,0,0,4000
1,female,7035.jpg,l,same,neutral,,0,0,4000
1,female,3120.jpg,a,different,negative,,0,0,4000
1,female,7039.jpg,a,different,neutral,,0,0,4000
1,female,3212.jpg,l,same,negative,,0,0,4000
1,female,3170a.jpg,a,different,negative,,0,0,4000
1,female,7014.jpg,l,same,neutral,,0,0,4000
1,female,3131.jpg,a,different,negative,,0,0,4000
1,female,7010a.jpg,a,different,neutral,,0,0,4000
1,female,7009a.jpg,a,different,neutral,,0,0,4000
1,female,3261.jpg,l,same,negative,,0,0,4000
1,female,7060.jpg,l,same,neutral,,0,0,4000
1,female,6830.jpg,a,different,negative,,0,0,4000
1,female,3530.jpg,l,same,negative,,0,0,4000
1,female,7002a.jpg,a,different,neutral,,0,0,4000
1,female,3195.jpg,a,different,negative,,0,0,4000
1,female,6570a.jpg,a,different,negative,,0,0,4000
1,female,7055.jpg,l,same,neutral,,0,0,4000
1,female,7020.jpg,a,different,neutral,,0,0,4000
1,female,6520.jpg,a,different,negative,,0,0,4000
1,female,6834.jpg,l,same,negative,,0,0,4000
1,female,7016.jpg,a,different,neutral,,0,0,4000
1,female,7000a.jpg,a,different,neutral,,0,0,4000
1,female,3500.jpg,a,different,negative,,0,0,4000
1,female,5471.jpg,l,same,neutral,,0,0,4000
1,female,3005.jpg,l,same,negative,,0,0,4000
1,female,3019a.jpg,a,different,negative,,0,0,4000
1,female,5725.jpg,a,different,neutral,,0,0,4000
1,female,5711.jpg,a,different,neutral,,0,0,4000
1,female,6230a.jpg,a,different,negative,,0,0,4000
1,female,5750.jpg,l,same,neutral,,0,0,4000
1,female,5870a.jpg,a,different,neutral,,0,0,4000
1,female,3400a.jpg,a,different,negative,,0,0,4000
1,female,3213.jpg,a,different,negative,,0,0,4000
1,female,7030.jpg,l,same,neutral,,0,0,4000
1,female,6821.jpg,l,same,negative,,0,0,4000
1,female,7012.jpg,a,different,neutral,,0,0,4000
1,female,5390a.jpg,a,different,neutral,,0,0,4000
1,female,6370.jpg,l,same,negative,,0,0,4000
1,female,6415.jpg,a,different,negative,,0,0,4000
1,female,7003.jpg,a,different,neutral,,0,0,4000
1,female,6021a.jpg,a,different,negative,,0,0,4000
1,female,5500a.jpg,a,different,neutral,,0,0,4000
1,female,7041.jpg,l,same,neutral,,0,0,4000
1,female,6212.jpg,a,different,negative,,0,0,4000
1,female,7050.jpg,l,same,neutral,,0,0,4000
1,female,6550a.jpg,a,different,negative,,0,0,4000
1,female,9810.jpg,a,different,negative,,0,0,4000
1,female,7161.jpg,a,different,neutral,,0,0,4000
1,female,9800.jpg,l,same,negative,,0,0,4000
1,female,9300a.jpg,a,different,negative,,0,0,4000
1,female,7017.jpg,l,same,neutral,,0,0,4000
1,female,7217.jpg,l,same,neutral,,0,0,4000
1,female,9425.jpg,a,different,negative,,0,0,4000
1,female,9412.jpg,a,different,negative,,0,0,4000
1,female,7090a.jpg,a,different,neutral,,0,0,4000
1,female,7140.jpg,l,same,neutral,,0,0,4000
1,female,9187.jpg,a,different,negative,,0,0,4000
1,female,7040a.jpg,a,different,neutral,,0,0,4000
1,female,9183.jpg,l,same,negative,,0,0,4000
1,female,7006a.jpg,a,different,neutral,,0,0,4000
1,female,7004a.jpg,a,different,neutral,,0,0,4000
1,female,9050.jpg,a,different,negative,,0,0,4000
1,female,7031.jpg,a,different,neutral,,0,0,4000
1,female,9250.jpg,l,same,negative,,0,0,4000
1,female,9163a.jpg,a,different,negative,,0,0,4000
1,female,5720.jpg,l,same,neutral,,0,0,4000
1,female,6510.jpg,l,same,negative,,0,0,4000
1,female,5740a.jpg,a,different,neutral,,0,0,4000
1,female,5800.jpg,a,different,neutral,,0,0,4000
1,female,6315a.jpg,a,different,negative,,0,0,4000
1,female,3015.jpg,l,same,negative,,0,0,4000
1,female,2036a.jpg,a,different,neutral,,0,0,4000
1,female,3016a.jpg,a,different,negative,,0,0,4000
1,female,5130.jpg,a,different,neutral,,0,0,4000
1,female,3030.jpg,a,different,negative,,0,0,4000
1,female,1450.jpg,l,same,neutral,,0,0,4000
1,female,2683.jpg,l,same,negative,,0,0,4000
1,female,1525a.jpg,a,different,negative,,0,0,4000
1,female,7001.jpg,l,same,neutral,,0,0,4000
1,female,1333.jpg,a,different,neutral,,0,0,4000
10,female,7150.jpg,a,different,neutral,a,1142,283030,4000
10,female,8230.jpg,l,same,negative,l,1592,289646,4000
10,female,7188.jpg,l,same,neutral,a,1672,295910,4000
10,female,3001a.jpg,a,different,negative,l,1377,302782,4000
10,female,2393.jpg,a,different,neutral,a,1106,308694,4000
10,female,7042a.jpg,a,different,neutral,a,1307,315062,4000
10,female,3053a.jpg,a,different,negative,a,1173,321094,4000
10,female,2981.jpg,l,same,negative,l,1886,327974,4000
10,female,2206.jpg,a,different,neutral,a,1143,333398,4000
10,female,3059a.jpg,a,different,negative,l,1159,339581,4000
10,female,1910.jpg,a,different,neutral,a,1103,345725,4000
10,female,3069.jpg,l,same,negative,l,1297,352085,4000
10,female,2352.jpg,a,different,negative,a,1305,358277,4000
10,female,7080a.jpg,a,different,neutral,a,1962,366101,4000
10,female,7100.jpg,a,different,neutral,a,970,371309,4000
10,female,3064.jpg,l,same,negative,l,1083,377605,4000
10,female,3103.jpg,l,same,negative,a,1188,383893,4000
10,female,7038a.jpg,a,different,neutral,a,1580,390453,4000
10,female,7056.jpg,a,different,neutral,a,981,396037,4000
10,female,3062a.jpg,a,different,negative,l,3110,404349,4000
10,female,7179.jpg,l,same,neutral,l,887,408309,4000
10,female,2730.jpg,a,different,negative,a,1103,414709,4000
10,female,3063a.jpg,a,different,negative,a,1024,420796,4000
10,female,2850a.jpg,a,different,neutral,a,1200,428156,4000
10,female,2038.jpg,l,same,neutral,a,1777,434916,4000
10,female,6838.jpg,a,different,negative,a,1226,440532,4000
10,female,7052.jpg,a,different,neutral,a,1011,446500,4000
10,female,2320.jpg,l,same,neutral,a,979,452652,4000
10,female,3071a.jpg,a,different,negative,a,2156,460012,4000
10,female,2580.jpg,l,same,neutral,a,1477,465500,4000
10,female,3000.jpg,a,different,negative,l,1061,471284,4000
10,female,3110a.jpg,a,different,negative,a,1342,477732,4000
10,female,7175a.jpg,a,different,neutral,a,2024,484580,4000
10,female,9321.jpg,l,same,negative,l,1127,490884,4000
10,female,9433.jpg,l,same,negative,a,2337,498260,4000
10,female,7187.jpg,a,different,neutral,a,986,503076,4000
10,female,7493a.jpg,a,different,neutral,a,890,509163,4000
10,female,3010.jpg,a,different,negative,l,1611,516051,4000
10,female,3130.jpg,l,same,negative,l,987,521611,4000
10,female,7011.jpg,l,same,neutral,a,1725,528515,4000
10,female,3150a.jpg,a,different,negative,a,1525,534499,4000
10,female,2880a.jpg,a,different,neutral,a,1150,540307,4000
10,female,3068.jpg,a,different,negative,a,1023,546363,4000
10,female,3080.jpg,a,different,negative,a,1280,553787,4000
10,female,7034a.jpg,a,different,neutral,l,1240,559931,4000
10,female,7045.jpg,a,different,neutral,a,986,565843,4000
10,female,3168.jpg,l,same,negative,a,1457,572531,4000
10,female,3100a.jpg,a,different,negative,a,954,578195,4000
10,female,7500.jpg,l,same,neutral,l,1411,584819,4000
10,female,7205.jpg,a,different,neutral,a,1316,590907,4000
10,female,8485a.jpg,a,different,negative,l,2044,597802,4000
10,female,7700.jpg,l,same,neutral,a,1398,603322,4000
10,female,9921.jpg,l,same,negative,l,1190,609298,4000
10,female,7491.jpg,a,different,neutral,a,1751,617042,4000
10,female,7550a.jpg,a,different,neutral,a,1167,622642,4000
10,female,9570a.jpg,a,different,negative,a,1240,628898,4000
10,female,9908.jpg,a,different,negative,a,1233,635074,4000
10,female,7160.jpg,l,same,neutral,l,1065,641106,4000
10,female,7547.jpg,a,different,neutral,a,889,647114,4000
10,female,9500.jpg,a,different,negative,l,2002,654394,4000
10,female,7705a.jpg,a,different,neutral,a,844,659402,4000
10,female,9904.jpg,l,same,negative,l,2053,666778,4000
10,female,9414a.jpg,a,different,negative,a,1350,672242,4000
10,female,9210.jpg,a,different,neutral,a,1134,679209,4000
10,female,9360.jpg,l,same,neutral,l,1438,685713,4000
10,female,9413.jpg,l,same,negative,l,2439,692881,4000
10,female,7950a.jpg,a,different,neutral,a,976,697601,4000
10,female,9410a.jpg,a,different,negative,a,1280,704089,4000
10,female,9252.jpg,a,different,negative,a,1241,710233,4000
10,female,7026a.jpg,a,different,neutral,a,1201,716377,4000
10,female,7035.jpg,l,same,neutral,l,1243,722585,4000
10,female,3120.jpg,a,different,negative,l,995,728521,4000
10,female,7039.jpg,a,different,neutral,a,876,734585,4000
10,female,3212.jpg,l,same,negative,a,1124,742017,4000
10,female,3170a.jpg,a,different,negative,l,1085,748161,4000
10,female,7014.jpg,l,same,neutral,l,1110,754353,4000
10,female,3131.jpg,a,different,negative,a,1599,761025,4000
10,female,7010a.jpg,a,different,neutral,a,1183,766792,4000
10,female,7009a.jpg,a,different,neutral,l,2647,774440,4000
10,female,3261.jpg,l,same,negative,l,1312,779288,4000
10,female,7060.jpg,l,same,neutral,l,1656,785832,4000
10,female,6830.jpg,a,different,negative,a,1025,791368,4000
10,female,3530.jpg,l,same,negative,l,3266,799792,4000
10,female,7002a.jpg,a,different,neutral,a,1026,804736,4000
10,female,3195.jpg,a,different,negative,a,923,810816,4000
10,female,6570a.jpg,a,different,negative,l,1677,817720,4000
10,female,7055.jpg,l,same,neutral,l,1243,824520,4000
10,female,7020.jpg,a,different,neutral,a,852,830312,4000
10,female,6520.jpg,a,different,negative,a,957,836600,4000
10,female,6834.jpg,l,same,negative,a,1022,842832,4000
10,female,7016.jpg,a,different,neutral,a,1085,849079,4000
10,female,7000a.jpg,a,different,neutral,a,829,855023,4000
10,female,3500.jpg,a,different,negative,a,1230,861607,4000
10,female,5471.jpg,l,same,neutral,a,1142,868719,4000
10,female,3005.jpg,l,same,negative,a,1111,874855,4000
10,female,3019a.jpg,a,different,negative,a,1224,881151,4000
10,female,5725.jpg,a,different,neutral,a,1337,887431,4000
10,female,5711.jpg,a,different,neutral,a,1034,893295,4000
10,female,6230a.jpg,a,different,negative,a,1715,900159,4000
10,female,5750.jpg,l,same,neutral,l,907,905535,4000
10,female,5870a.jpg,a,different,neutral,a,1557,912351,4000
10,female,3400a.jpg,a,different,negative,a,846,917807,4000
10,female,3213.jpg,a,different,negative,a,1127,924271,4000
10,female,7030.jpg,l,same,neutral,a,1495,931823,4000
10,female,6821.jpg,l,same,negative,l,1343,937854,4000
10,female,7012.jpg,a,different,neutral,a,1087,943782,4000
10,female,5390a.jpg,a,different,neutral,a,1025,949886,4000
10,female,6370.jpg,l,same,negative,a,1737,956782,4000
10,female,6415.jpg,a,different,negative,a,1555,962766,4000
10,female,7003.jpg,a,different,neutral,a,1572,968950,4000
10,female,6021a.jpg,a,different,negative,a,1157,974702,4000
10,female,5500a.jpg,a,different,neutral,a,1390,981102,4000
10,female,7041.jpg,l,same,neutral,a,775,986670,4000
10,female,6212.jpg,a,different,negative,a,1024,994102,4000
10,female,7050.jpg,l,same,neutral,l,1193,1000438,4000
10,female,6550a.jpg,a,different,negative,a,1529,1006958,4000
10,female,9810.jpg,a,different,negative,a,1194,1012806,4000
10,female,7161.jpg,a,different,neutral,a,1194,1018989,4000
10,female,9800.jpg,l,same,negative,a,787,1024749,4000
10,female,9300a.jpg,a,different,negative,a,795,1030941,4000
10,female,7017.jpg,l,same,neutral,a,756,1037085,4000
10,female,7217.jpg,l,same,neutral,a,845,1043341,4000
10,female,9425.jpg,a,different,negative,a,1141,1049837,4000
10,female,9412.jpg,a,different,negative,a,991,1055853,4000
10,female,7090a.jpg,a,different,neutral,a,952,1061981,4000
10,female,7140.jpg,l,same,neutral,l,1264,1068477,4000
10,female,9187.jpg,a,different,negative,a,881,1074277,4000
10,female,7040a.jpg,a,different,neutral,a,1042,1080621,4000
10,female,9183.jpg,l,same,negative,l,1459,1088205,4000
10,female,7006a.jpg,a,different,neutral,a,843,1093773,4000
10,female,7004a.jpg,a,different,neutral,a,1292,1100405,4000
10,female,9050.jpg,a,different,negative,a,1108,1106388,4000
10,female,7031.jpg,a,different,neutral,a,1837,1113300,4000
10,female,9250.jpg,l,same,negative,a,1430,1119060,4000
10,female,9163a.jpg,a,different,negative,a,1263,1125076,4000
10,female,5720.jpg,l,same,neutral,l,1223,1131236,4000
10,female,6510.jpg,l,same,negative,l,1416,1137596,4000
10,female,5740a.jpg,a,different,neutral,a,984,1143364,4000
10,female,5800.jpg,a,different,neutral,a,1161,1150724,4000
10,female,6315a.jpg,a,different,negative,a,1489,1157236,4000
10,female,3015.jpg,l,same,negative,l,1642,1163572,4000
10,female,2036a.jpg,a,different,neutral,a,755,1168852,4000
10,female,3016a.jpg,a,different,negative,a,1620,1175884,4000
10,female,5130.jpg,a,different,neutral,l,1422,1181852,4000
10,female,3030.jpg,a,different,negative,l,1606,1188203,4000
10,female,1450.jpg,l,same,neutral,a,958,1193739,4000
10,female,2683.jpg,l,same,negative,a,927,1199891,4000
10,female,1525a.jpg,a,different,negative,l,1640,1207771,4000
10,female,7001.jpg,l,same,neutral,l,1809,1214123,4000
10,female,1333.jpg,a,different,neutral,a,1735,1220883,4000
11,female,7150.jpg,a,different,neutral,a,891,45593,4000
11,female,8230.jpg,l,same,negative,l,1164,52033,4000
11,female,7188.jpg,l,same,neutral,a,684,57753,4000
11,female,3001a.jpg,a,different,negative,l,992,66361,4000
11,female,2393.jpg,a,different,neutral,a,1504,73073,4000
11,female,7042a.jpg,a,different,neutral,a,984,78736,4000
11,female,3053a.jpg,a,different,negative,a,1119,85072,4000
11,female,2981.jpg,l,same,negative,l,824,90960,4000
11,female,2206.jpg,a,different,neutral,a,776,97112,4000
11,female,3059a.jpg,a,different,negative,l,1673,104192,4000
11,female,1910.jpg,a,different,neutral,a,785,109488,4000
11,female,3069.jpg,l,same,negative,l,1002,115888,4000
11,female,2352.jpg,a,different,negative,a,1114,122200,4000
11,female,7080a.jpg,a,different,neutral,a,659,128928,4000
11,female,7100.jpg,a,different,neutral,a,683,135152,4000
11,female,3064.jpg,l,same,negative,l,1602,142255,4000
11,female,3103.jpg,l,same,negative,l,860,147679,4000
11,female,7038a.jpg,a,different,neutral,a,1108,154111,4000
11,female,7056.jpg,a,different,neutral,a,661,159847,4000
11,female,3062a.jpg,a,different,negative,a,949,166335,4000
11,female,7179.jpg,l,same,neutral,l,709,172279,4000
11,female,2730.jpg,a,different,negative,a,925,178695,4000
11,female,3063a.jpg,a,different,negative,a,958,184911,4000
11,female,2850a.jpg,a,different,neutral,a,918,192071,4000
11,female,2038.jpg,l,same,neutral,l,886,198222,4000
11,female,6838.jpg,a,different,negative,a,1686,205206,4000
11,female,7052.jpg,a,different,neutral,a,790,210510,4000
11,female,2320.jpg,l,same,neutral,l,1208,217094,4000
11,female,3071a.jpg,a,different,negative,l,1296,223366,4000
11,female,2580.jpg,l,same,neutral,l,841,229094,4000
11,female,3000.jpg,a,different,negative,a,1698,236134,4000
11,female,3110a.jpg,a,different,negative,a,2353,242990,4000
11,female,7175a.jpg,a,different,neutral,l,970,247790,4000
11,female,9321.jpg,l,same,negative,l,1106,255093,4000
11,female,9433.jpg,l,same,negative,l,1124,261277,4000
11,female,7187.jpg,a,different,neutral,a,1012,267349,4000
11,female,7493a.jpg,a,different,neutral,a,1924,274461,4000
11,female,3010.jpg,a,different,negative,a,1693,280413,4000
11,female,3130.jpg,l,same,negative,l,1230,286117,4000
11,female,7011.jpg,l,same,neutral,a,1735,292805,4000
11,female,3150a.jpg,a,different,negative,a,1511,298781,4000
11,female,2880a.jpg,a,different,neutral,l,1367,304837,4000
11,female,3068.jpg,a,different,negative,a,1566,311236,4000
11,female,3080.jpg,a,different,negative,a,1126,317996,4000
11,female,7034a.jpg,a,different,neutral,a,1462,324516,4000
11,female,7045.jpg,a,different,neutral,a,774,330028,4000
11,female,3168.jpg,l,same,negative,a,1783,337220,4000
11,female,3100a.jpg,a,different,negative,a,927,342564,4000
11,female,7500.jpg,l,same,neutral,l,720,348524,4000
11,female,7205.jpg,a,different,neutral,a,1617,355604,4000
11,female,8485a.jpg,a,different,negative,a,2658,362828,4000
11,female,7700.jpg,l,same,neutral,l,859,367179,4000
11,female,9921.jpg,l,same,negative,l,1308,373795,4000
11,female,7491.jpg,a,different,neutral,a,805,380475,4000
11,female,7550a.jpg,a,different,neutral,a,1405,387259,4000
11,female,9570a.jpg,a,different,negative,a,1077,393131,4000
11,female,9908.jpg,a,different,negative,a,1037,399291,4000
11,female,7160.jpg,l,same,neutral,l,878,405299,4000
11,female,7547.jpg,a,different,neutral,a,982,411603,4000
11,female,9500.jpg,a,different,negative,a,1022,417843,4000
11,female,7705a.jpg,a,different,neutral,a,1030,424034,4000
11,female,9904.jpg,l,same,negative,l,887,430074,4000
11,female,9414a.jpg,a,different,negative,l,991,436362,4000
11,female,9210.jpg,a,different,neutral,a,776,443330,4000
11,female,9360.jpg,l,same,neutral,l,808,449546,4000
11,female,9413.jpg,l,same,negative,l,905,455826,4000
11,female,7950a.jpg,a,different,neutral,a,1370,462474,4000
11,female,9410a.jpg,a,different,negative,a,1923,469210,4000
11,female,9252.jpg,a,different,negative,a,1899,475370,4000
11,female,7026a.jpg,a,different,neutral,a,1154,480825,4000
11,female,7035.jpg,l,same,neutral,a,1051,486889,4000
11,female,3120.jpg,a,different,negative,a,2491,494529,4000
11,female,7039.jpg,a,different,neutral,a,1372,499593,4000
11,female,3212.jpg,l,same,negative,l,1109,506497,4000
11,female,3170a.jpg,a,different,negative,a,2878,514449,4000
11,female,7014.jpg,l,same,neutral,l,1751,519505,4000
11,female,3131.jpg,a,different,negative,a,1879,525833,4000
11,female,7010a.jpg,a,different,neutral,a,1359,531513,4000
11,female,7009a.jpg,a,different,neutral,a,1334,537672,4000
11,female,3261.jpg,l,same,negative,l,991,543512,4000
11,female,7060.jpg,l,same,neutral,a,1648,550336,4000
11,female,6830.jpg,a,different,negative,a,1624,556512,4000
11,female,3530.jpg,l,same,negative,l,2713,563768,4000
11,female,7002a.jpg,a,different,neutral,l,2545,570800,4000
11,female,3195.jpg,a,different,negative,a,1481,575936,4000
11,female,6570a.jpg,a,different,negative,a,1610,582248,4000
11,female,7055.jpg,l,same,neutral,l,1163,587968,4000
11,female,7020.jpg,a,different,neutral,a,1219,594224,4000
11,female,6520.jpg,a,different,negative,a,1243,600431,4000
11,female,6834.jpg,l,same,negative,a,2220,607591,4000
11,female,7016.jpg,a,different,neutral,a,980,612535,4000
11,female,7000a.jpg,a,different,neutral,a,1100,618855,4000
11,female,3500.jpg,a,different,negative,a,1276,625231,4000
11,female,5471.jpg,l,same,neutral,a,2157,633295,4000
11,female,3005.jpg,l,same,negative,l,1134,638439,4000
11,female,3019a.jpg,a,different,negative,a,1278,644783,4000
11,female,5725.jpg,a,different,neutral,a,1269,650974,4000
11,female,5711.jpg,a,different,neutral,a,1494,657382,4000
11,female,6230a.jpg,a,different,negative,l,1542,663614,4000
11,female,5750.jpg,l,same,neutral,l,1007,669262,4000
11,female,5870a.jpg,a,different,neutral,a,1328,675750,4000
11,female,3400a.jpg,a,different,negative,a,1353,681958,4000
11,female,3213.jpg,a,different,negative,a,1618,688406,4000
11,female,7030.jpg,l,same,neutral,l,842,694814,4000
11,female,6821.jpg,l,same,negative,l,1580,701718,4000
11,female,7012.jpg,a,different,neutral,a,1139,707478,4000
11,female,5390a.jpg,a,different,neutral,a,1763,714285,4000
11,female,6370.jpg,l,same,negative,l,1228,719933,4000
11,female,6415.jpg,a,different,negative,a,2316,727221,4000
11,female,7003.jpg,a,different,neutral,a,1028,732133,4000
11,female,6021a.jpg,a,different,negative,a,1132,738437,4000
11,female,5500a.jpg,a,different,neutral,l,1644,745149,4000
11,female,7041.jpg,l,same,neutral,l,1132,750821,4000
11,female,6212.jpg,a,different,negative,a,1108,757997,4000
11,female,7050.jpg,l,same,neutral,a,990,764045,4000
11,female,6550a.jpg,a,different,negative,a,997,770236,4000
11,female,9810.jpg,a,different,negative,a,1022,776444,4000
11,female,7161.jpg,a,different,neutral,a,774,782380,4000
11,female,9800.jpg,l,same,negative,l,736,788508,4000
11,female,9300a.jpg,a,different,negative,a,1376,795332,4000
11,female,7017.jpg,l,same,neutral,l,1040,801196,4000
11,female,7217.jpg,l,same,neutral,a,1434,807756,4000
11,female,9425.jpg,a,different,negative,a,2034,814556,4000
11,female,9412.jpg,a,different,negative,a,1002,819724,4000
11,female,7090a.jpg,a,different,neutral,a,1633,826555,4000
11,female,7140.jpg,l,same,neutral,l,1305,832411,4000
11,female,9187.jpg,a,different,negative,a,1098,838387,4000
11,female,7040a.jpg,a,different,neutral,a,938,844427,4000
11,female,9183.jpg,l,same,negative,a,1947,852603,4000
11,female,7006a.jpg,a,different,neutral,a,931,857787,4000
11,female,7004a.jpg,a,different,neutral,a,851,863907,4000
11,female,9050.jpg,a,different,negative,a,1203,870459,4000
11,female,7031.jpg,a,different,neutral,a,2236,877675,4000
11,female,9250.jpg,l,same,negative,a,1292,882898,4000
11,female,9163a.jpg,a,different,negative,a,2733,890522,4000
11,female,5720.jpg,l,same,neutral,l,1245,895234,4000
11,female,6510.jpg,l,same,negative,l,1309,901482,4000
11,female,5740a.jpg,a,different,neutral,a,966,907322,4000
11,female,5800.jpg,a,different,neutral,a,942,914498,4000
11,female,6315a.jpg,a,different,negative,a,1175,920914,4000
11,female,3015.jpg,l,same,negative,l,1904,927810,4000
11,female,2036a.jpg,a,different,neutral,a,1281,933370,4000
11,female,3016a.jpg,a,different,negative,a,1407,939697,4000
11,female,5130.jpg,a,different,neutral,a,1032,945505,4000
11,female,3030.jpg,a,different,negative,a,1536,952209,4000
11,female,1450.jpg,l,same,neutral,a,817,957657,4000
11,female,2683.jpg,l,same,negative,a,2225,965265,4000
11,female,1525a.jpg,a,different,negative,a,899,971105,4000
11,female,7001.jpg,l,same,neutral,l,987,977377,4000
11,female,1333.jpg,a,different,neutral,a,964,983537,4000
12,female,7150.jpg,a,different,neutral,a,1224,27541,4000
12,female,8230.jpg,l,same,negative,l,1648,34132,4000
12,female,7188.jpg,l,same,neutral,l,1056,39740,4000
12,female,3001a.jpg,a,different,negative,a,2001,47852,4000
12,female,2393.jpg,a,different,neutral,a,1562,53596,4000
12,female,7042a.jpg,a,different,neutral,l,1154,59388,4000
12,female,3053a.jpg,a,different,negative,a,2227,66644,4000
12,female,2981.jpg,l,same,negative,a,2020,72604,4000
12,female,2206.jpg,a,different,neutral,a,757,77524,4000
12,female,3059a.jpg,a,different,negative,a,3086,86020,4000
12,female,1910.jpg,a,different,neutral,a,1544,90644,4000
12,female,3069.jpg,l,same,negative,l,832,96099,4000
12,female,2352.jpg,a,different,negative,l,2408,103859,4000
12,female,7080a.jpg,a,different,neutral,l,881,109499,4000
12,female,7100.jpg,a,different,neutral,a,818,115635,4000
12,female,3064.jpg,l,same,negative,a,2770,123771,4000
12,female,3103.jpg,l,same,negative,a,1707,128891,4000
12,female,7038a.jpg,a,different,neutral,a,1948,135315,4000
12,female,7056.jpg,a,different,neutral,a,764,140315,4000
12,female,3062a.jpg,a,different,negative,a,2900,148634,4000
12,female,7179.jpg,l,same,neutral,l,1109,153026,4000
12,female,2730.jpg,a,different,negative,a,1141,159242,4000
12,female,3063a.jpg,a,different,negative,a,1383,165650,4000
12,female,2850a.jpg,a,different,neutral,l,3911,175362,4000
12,female,2038.jpg,l,same,neutral,l,1032,178650,4000
12,female,6838.jpg,a,different,negative,a,1593,185394,4000
12,female,7052.jpg,a,different,neutral,a,1154,191138,4000
12,female,2320.jpg,l,same,neutral,l,835,196986,4000
12,female,3071a.jpg,a,different,negative,a,1684,204018,4000
12,female,2580.jpg,l,same,neutral,l,723,209241,4000
12,female,3000.jpg,a,different,negative,a,2309,216993,4000
